"File","Line","Category","Match","Sample"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","321","SCALE","outputScale","`os=${input.outputScale}`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","335","SCALE","outputScale","outputScale: input.outputScale,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","335","SCALE","outputScale","outputScale: input.outputScale,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","356","SCALE","outputScale","outputScale: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","369","SCALE","outputScale","outputScale: input.outputScale,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","369","SCALE","outputScale","outputScale: input.outputScale,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","377","TEXT","textLayer","textLayerMode: ""semantic"","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","378","TEXT","TextLayer","hasTextLayer: true,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTiledPageCanvas.tsx","494","RENDER","getViewport","const viewport = (page as PdfPageWithViewport).getViewport({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","4","SERVER","service","import type { NativePdfSession } from ""../../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","7","SERVER","PdfPageTile","KnexPdfPageTile,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","9","SERVER","PdfTile","KnexPdfTilePriority,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","10","BACKEND","engine","} from ""../../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","11","SERVER","PdfTileCanvas } from ""./PdfTile","import { PdfTileCanvas } from ""./PdfTileCanvas"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","13","SERVER","PdfTile","const TILE_PRIORITY_WEIGHT: Record<KnexPdfTilePriority, number> = {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","20","SERVER","PdfPageTile","tile: KnexPdfPageTile;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","33","SERVER","PdfTile","export type PdfTileLayerProps = {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","38","SERVER","PdfPageTile","tiles: KnexPdfPageTile[];"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","42","SERVER","RenderMode: ""server","tileRenderMode: ""server-tiled"" | ""tiled-canvas"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","45","BACKEND","backend","backendVersion: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","46","LIFECYCLE","RenderVersion","finalRenderVersion: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","47","LIFECYCLE","generationId","generationId: string;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","48","LIFECYCLE","generationId","onTileReady?: (tileId: string, generationId: string) => void;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","51","SERVER","PdfTile","export function PdfTileLayer({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","63","BACKEND","backend","backendVersion,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","64","LIFECYCLE","RenderVersion","finalRenderVersion,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","65","LIFECYCLE","generationId","generationId,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","87","LIFECYCLE","generationId","data-knex-pdf-tile-generation-id={generationId}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","95","LIFECYCLE","generationId","key={`${generationId}:${tile.row}:${tile.column}`}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","106","BACKEND","backend","backendVersion={backendVersion}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","106","BACKEND","backend","backendVersion={backendVersion}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","107","LIFECYCLE","RenderVersion","finalRenderVersion={finalRenderVersion}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","107","LIFECYCLE","RenderVersion","finalRenderVersion={finalRenderVersion}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\PdfTileLayer.tsx","108","LIFECYCLE","generationId","generationId={generationId}"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","4","BACKEND","engine","import type { KnexPdfVisualRenderMode } from ""../../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","12","LIFECYCLE","cache","cache: string;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","13","BACKEND","backend","backend: string;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","15","SCALE","outputScale","outputScale: string;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","24","TILES","tileCount","tileCount: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","28","SCALE","ScaleX","avgScaleX: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","29","SCALE","ScaleY","avgScaleY: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","30","SCALE","ScaleX","minScaleX: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","31","SCALE","ScaleY","minScaleY: number;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","58","SERVER","pdf-tile","'[data-knex-pdf-tile=""true""]',"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","66","SERVER","PdfTile","tileId: tile.dataset.knexPdfTileId ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","67","SERVER","PdfTile","row: tile.dataset.knexPdfTileRow ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","68","SERVER","PdfTile","column: tile.dataset.knexPdfTileColumn ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","69","SERVER","PdfTile","status: tile.dataset.knexPdfTileStatus ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","70","LIFECYCLE","cache","cache: tile.dataset.knexPdfTileCache ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","70","LIFECYCLE","Cache","cache: tile.dataset.knexPdfTileCache ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","70","SERVER","PdfTile","cache: tile.dataset.knexPdfTileCache ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","71","BACKEND","Backend","backend: tile.dataset.knexPdfBackend ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","71","BACKEND","backend","backend: tile.dataset.knexPdfBackend ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","73","SCALE","outputScale","outputScale: tile.dataset.knexPdfOutputScale ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","73","SCALE","OutputScale","outputScale: tile.dataset.knexPdfOutputScale ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","75","SERVER","PdfTile","renderDurationMs: tile.dataset.knexPdfTileRenderDurationMs ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","77","SERVER","PdfTile","viewportVisible: tile.dataset.knexPdfTileViewportVisible ?? """","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","81","SCALE","scaleY","function readTileScale(tile: HTMLElement): { scaleX: number; scaleY: number } {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","81","SCALE","scaleX","function readTileScale(tile: HTMLElement): { scaleX: number; scaleY: number } {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","82","SCALE","getBoundingClientRect","const rect = tile.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","90","TILES","Gap","function countInternalGaps(input: {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","93","SERVER","PdfTileRow"" | ""knexPdfTile","groupDatasetKey: ""knexPdfTileRow"" | ""knexPdfTileColumn"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","95","LIFECYCLE","Map<","const grouped = new Map<string, HTMLElement[]>();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","102","TILES","gap","let gaps = 0;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","108","SERVER","PdfTile","? Number(a.dataset.knexPdfTileCssLeft ?? 0)"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","135","TILES","gap","gaps += 1;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","140","TILES","gap","return gaps;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","144","LIFECYCLE","Map<","const pageTiles = new Map<number, HTMLElement[]>();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","175","TILES","tileCount","tileCount: tiles.length,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","183","TILES","Gap","internalVerticalProblems: countInternalGaps({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileRenderDiagnostics.tsx","188","TILES","Gap","internalHorizontalProblems: countInternalGaps({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","19","SCALE","getBoundingClientRect","const rect = tile.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","46","SERVER","pdf-tile-id=""${tile","container.querySelector(`[data-knex-pdf-tile-id=""${tileId}""]`),"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","58","SERVER","pdf-tile","centralTile?.getAttribute(""data-knex-pdf-tile-id"") ?? null,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","65","SERVER","pdf-tile","const tileId = entry.target.getAttribute(""data-knex-pdf-tile-id"");"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","71","SERVER","pdf-tile","""data-knex-pdf-tile-viewport-visible"","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","77","SERVER","pdf-tile","""data-knex-pdf-tile-viewport-visible"","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","94","SERVER","pdf-tile","container.querySelectorAll('[data-knex-pdf-tile=""true""]'),"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\pdf-tiles\TileViewportObserver.tsx","100","SERVER","pdf-tile","const tileId = tile.getAttribute(""data-knex-pdf-tile-id"");"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfToolbar.tsx","60","TILES","gap","<footer className=""flex h-14 shrink-0 items-center gap-3 border-t border-zinc-800 bg-zinc-950 px-3 text-zinc-100"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfToolbar.tsx","84","TILES","gap","<div className=""ml-3 flex items-center gap-1"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfToolbar.tsx","134","TILES","gap","<div className=""ml-auto flex items-center gap-2"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfTranslationLayer.tsx","5","SERVER","service","import { reconstructTranslationBlocks } from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfTranslationLayer.tsx","78","TEXT","fontFamily","fontFamily: source.style.fontFamily ?? ""serif"","
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfTranslationLayer.tsx","78","TEXT","fontFamily","fontFamily: source.style.fontFamily ?? ""serif"","
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","285","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB put aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","285","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB put aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","301","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB bulk put aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","301","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB bulk put aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","317","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB get aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","317","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB get aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","334","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB index get aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","334","LIFECYCLE","abort","tx.onabort = () => reject(tx.error ?? new Error(""IndexedDB index get aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","350","LIFECYCLE","abort","tx.onabort = () =>"
"knexwriter\src\modules\Knexread\native-pdf-reader\db\pdfReader.repository.ts","351","LIFECYCLE","abort","reject(tx.error ?? new Error(""IndexedDB index getAll aborted""));"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfAnnotations.ts","8","SERVER","service","} from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfDocument.ts","7","SERVER","service","} from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfDocument.ts","9","SERVER","service","import type { NativePdfSession } from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfHighlights.ts","8","SERVER","service","} from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfMetadata.ts","3","SERVER","service","import { buildPdfSourceCandidate } from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfMetadata.ts","4","SERVER","Service","import { pdfReaderService } from ""../api"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfMetadata.ts","24","SERVER","Service","await pdfReaderService.saveReferenceCandidate(candidate);"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfSearch.ts","3","BACKEND","engine","import type { KnexPdfTextBlock as PdfTextBlock } from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfSelection.ts","4","SERVER","service","import { buildTextAnchorFromSelection } from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfSelection.ts","5","BACKEND","engine","import type { KnexPdfTextBlock as PdfTextBlock } from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfSelection.ts","33","SCALE","getBoundingClientRect","const pageRect = input.pageElement.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","3","BACKEND","PdfEngine","useKnexPdfEngine,"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","4","BACKEND","PdfEngine","useKnexPdfEngineState,"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","5","BACKEND","PdfEngine","} from ""../knex-pdf-engine/KnexPdfEngineProvider"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","5","BACKEND","engine","} from ""../knex-pdf-engine/KnexPdfEngineProvider"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","8","BACKEND","engine","const engine = useKnexPdfEngine();"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","8","BACKEND","PdfEngine","const engine = useKnexPdfEngine();"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","9","BACKEND","PdfEngine","const engineState = useKnexPdfEngineState();"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","9","BACKEND","engine","const engineState = useKnexPdfEngineState();"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","11","BACKEND","engine","const zoomScale = engineState.zoom;"
"knexwriter\src\modules\Knexread\native-pdf-reader\hooks\usePdfZoom.ts","16","BACKEND","engine","return engine.setZoomPercent(value, {"
"knexwriter\src\modules\Knexread\native-pdf-reader\index.ts","5","BACKEND","engine","export * from ""./knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\index.ts","6","SERVER","service","export * from ""./services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\annotations\AnnotationController.ts","12","SERVER","Controller","export class AnnotationController {"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","1","BACKEND","engine","import type { KnexPdfBackendId } from ""../core/engineTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","1","BACKEND","Backend","import type { KnexPdfBackendId } from ""../core/engineTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","2","BACKEND","engine","import type { KnexPdfBackendSelectionMode } from ""../core/engineState"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","2","BACKEND","Backend","import type { KnexPdfBackendSelectionMode } from ""../core/engineState"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","3","BACKEND","Backend","import type { PdfRenderBackend } from ""./PdfRenderBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","3","BACKEND","Backend","import type { PdfRenderBackend } from ""./PdfRenderBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","4","BACKEND","Backend","import { PdfJsBackend } from ""./pdfjs/PdfJsBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","4","BACKEND","Backend","import { PdfJsBackend } from ""./pdfjs/PdfJsBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","5","PDFIUM","Pdfium","import { PdfiumBackend } from ""./future-pdfium"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","5","PDFIUM","future-pdfium","import { PdfiumBackend } from ""./future-pdfium"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","5","BACKEND","Backend","import { PdfiumBackend } from ""./future-pdfium"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","6","BACKEND","Backend","import { MuPdfBackend } from ""./future-mupdf"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","16","LIFECYCLE","Map<","private readonly backends = new Map<string, BackendRegistryEntry>();"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","61","PDFIUM","pdfium","pdfiumBackend?: PdfiumBackend;"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","61","PDFIUM","Pdfium","pdfiumBackend?: PdfiumBackend;"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","67","PDFIUM","Pdfium","registry.register(options.pdfiumBackend ?? new PdfiumBackend(), {"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendRegistry.ts","67","PDFIUM","pdfium","registry.register(options.pdfiumBackend ?? new PdfiumBackend(), {"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","1","BACKEND","Backend","import type { KnexPdfBackendSelectionMode } from ""../core/engineState"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","1","BACKEND","engine","import type { KnexPdfBackendSelectionMode } from ""../core/engineState"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","2","BACKEND","engine","import type { KnexPdfBackendId } from ""../core/engineTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","2","BACKEND","Backend","import type { KnexPdfBackendId } from ""../core/engineTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","4","BACKEND","Backend","PdfBackendCapabilities,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","5","BACKEND","Backend","PdfRenderBackend,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","6","BACKEND","Backend","} from ""./PdfRenderBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","7","BACKEND","Backend","import { BackendRegistry } from ""./BackendRegistry"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","7","BACKEND","Backend","import { BackendRegistry } from ""./BackendRegistry"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","9","BACKEND","Backend","export type BackendSelectionResult = {"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","23","PDFIUM","pdfium","const AUTO_BACKEND_ORDER: KnexPdfBackendId[] = [""pdfium"", ""mupdf"", ""pdfjs""];"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","28","RENDER","renderPage","renderPage: false,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\BackendSelector.ts","40","PDFIUM","pdfium","return id === ""pdfjs"" || id === ""pdfium"" || id === ""mupdf"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\index.ts","2","BACKEND","Backend","export * from ""./MuPdfBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\index.ts","3","BACKEND","Renderer","export * from ""./MuPdfPageRenderer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\index.ts","4","BACKEND","Runtime","export * from ""./MuPdfRuntimeLoader"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","2","BACKEND","Backend","PdfBackendAnnotation,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","3","BACKEND","Backend","PdfBackendExtractAnnotationsInput,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","4","BACKEND","Backend","} from ""../PdfRenderBackend"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","5","BACKEND","Runtime","import { MuPdfRuntimeLoader } from ""./MuPdfRuntimeLoader"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","5","BACKEND","Runtime","import { MuPdfRuntimeLoader } from ""./MuPdfRuntimeLoader"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","8","BACKEND","runtime","constructor(private readonly runtimeLoader: MuPdfRuntimeLoader) {}"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","8","BACKEND","Runtime","constructor(private readonly runtimeLoader: MuPdfRuntimeLoader) {}"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","11","BACKEND","Backend","input: PdfBackendExtractAnnotationsInput,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","12","BACKEND","Backend","): Promise<PdfBackendAnnotation[]> {"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfAnnotationExtractor.ts","13","BACKEND","runtime","const runtime = await this.runtimeLoader.getRuntime();"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfBackend.ts","3","TEXT","SemanticText","KnexPdfSemanticTextBlock,"
"knexwriter\src\modules\Knexread\native-pdf-reader\knex-pdf-engine\backends\future-mupdf\MuPdfBackend.ts","4","BACKEND","engine","} from ""../../core/engineTypes"";"
