"File","Line","Category","Match","Sample"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\index.ts","1","SERVER","controller","export * from ""./pdf-reader.controller"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\index.ts","3","SERVER","service","export * from ""./pdf-reader.service"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","8","BACKEND","Runtime","PdfTranslationRuntime,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","12","SERVER","service","import { pdfReaderService } from ""./pdf-reader.service"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","12","SERVER","Service","import { pdfReaderService } from ""./pdf-reader.service"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","14","SERVER","Controller","export const pdfReaderController = {"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","16","SERVER","Service","return pdfReaderService.getPdfFile(fileId);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","20","SERVER","Service","return pdfReaderService.listProjectFiles(projectId);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","24","SERVER","Service","return pdfReaderService.resolveStoredFile(pdfFileId);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","28","SERVER","Service","return pdfReaderService.open(input);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","32","SERVER","Service","return pdfReaderService.getSession(pdfFileId);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","39","SERVER","Service","return pdfReaderService.updateSession(pdfFileId, patch);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","43","SERVER","Service","return pdfReaderService.getHighlights(pdfFileId);"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","109","BACKEND","Runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","109","BACKEND","runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","121","BACKEND","runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.controller.ts","121","BACKEND","Runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","2","SERVER","api/","getFile: (fileId: string) => `/api/pdf-reader/files/${fileId}`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","3","SERVER","api/","open: ""/api/pdf-reader/open"","
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","4","SERVER","api/","getSession: (pdfFileId: string) => `/api/pdf-reader/${pdfFileId}/session`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","5","SERVER","api/","updateSession: (pdfFileId: string) => `/api/pdf-reader/${pdfFileId}/session`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","6","SERVER","api/","listHighlights: (pdfFileId: string) => `/api/pdf-reader/${pdfFileId}/highlights`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","7","SERVER","api/","createHighlights: (pdfFileId: string) => `/api/pdf-reader/${pdfFileId}/highlights`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","9","SERVER","api/","`/api/pdf-reader/highlights/${highlightId}`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","11","SERVER","api/","`/api/pdf-reader/highlights/${highlightId}`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","13","SERVER","api/","`/api/pdf-reader/${pdfFileId}/annotations`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.routes.ts","15","SERVER","api/","`/api/pdf-reader/${pdfFileId}/annotations`,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","11","BACKEND","Runtime","PdfTranslationRuntime,"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","36","SERVER","service","} from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","40","SERVER","service","} from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","49","SERVER","Service","export class PdfReaderService {"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","224","BACKEND","Runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","224","BACKEND","runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","236","BACKEND","runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","236","BACKEND","Runtime","runtime?: PdfTranslationRuntime;"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","261","SERVER","Service","export const pdfReaderService = new PdfReaderService();"
"knexwriter\src\modules\Knexread\native-pdf-reader\api\pdf-reader.service.ts","261","SERVER","Service","export const pdfReaderService = new PdfReaderService();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\index.ts","8","TEXT","TextLayer","export * from ""./PdfInvisibleTextLayer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\index.ts","15","TEXT","PdfTextLayer","export * from ""./PdfTextLayer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\index.ts","19","SERVER","pdf-tiles/PdfTile","export * from ""./pdf-tiles/PdfTileCanvasTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\index.ts","20","SERVER","pdf-tiles/PdfTile","export * from ""./pdf-tiles/PdfTiledPageCanvas"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfAnnotationLayer.tsx","3","BACKEND","engine","import type { KnexPdfPageLinkAnnotation as PdfPageLinkAnnotation } from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfCommentPopover.tsx","30","TILES","gap","<div className=""mt-2 flex justify-end gap-2"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","4","SERVER","PdfTile","buildKnexPdfTileRenderPlan,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","6","BACKEND","engine","} from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","7","SERVER","PdfTileRenderState } from ""./pdf-tiles/PdfTile","import type { PdfTileRenderState } from ""./pdf-tiles/PdfTileCanvasTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","37","SERVER","PdfTile","canvasState: PdfTileRenderState | null;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","47","SCALE","outputScale","const outputScale ="
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","48","SCALE","outputScale","geometry?.outputScale ?? canvasState?.outputScale ?? renderedPage?.outputScale;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","48","SCALE","outputScale","geometry?.outputScale ?? canvasState?.outputScale ?? renderedPage?.outputScale;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","48","SCALE","outputScale","geometry?.outputScale ?? canvasState?.outputScale ?? renderedPage?.outputScale;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","50","SCALE","devicePixelRatio","const dpr = geometry?.devicePixelRatio ?? renderedPage?.devicePixelRatio;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","50","SCALE","devicePixelRatio","const dpr = geometry?.devicePixelRatio ?? renderedPage?.devicePixelRatio;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","52","SERVER","PdfTile","? buildKnexPdfTileRenderPlan({ geometry })"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","61","BACKEND","backend","<div>backend {canvasState?.backend ?? ""-""}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","61","BACKEND","backend","<div>backend {canvasState?.backend ?? ""-""}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","69","SCALE","outputScale","<div>output {formatNumber(outputScale, 3)}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","70","LIFECYCLE","cache","<div>cache {canvasState?.cacheLookup ?? ""-""}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","70","LIFECYCLE","cache","<div>cache {canvasState?.cacheLookup ?? ""-""}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","71","LIFECYCLE","cache","<div>cache bytes {formatBytes(canvasState?.cacheBytes)}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfDebugOverlay.tsx","71","LIFECYCLE","cache","<div>cache bytes {formatBytes(canvasState?.cacheBytes)}</div>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfHighlightPopover.tsx","29","TILES","gap","<div className=""flex flex-wrap gap-1"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfHomePage.tsx","169","TILES","gap","<div className=""mb-2 flex items-center gap-2"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfHomePage.tsx","210","TILES","gap","className=""grid w-full grid-cols-[minmax(0,1fr)_280px] grid-rows-[20px_16px] items-start gap-x-4 gap-y-0 border-b border-zinc-100 px-4 py-2 text-left text-sm transition hover:bg-zinc-50"""
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfHomePage.tsx","210","TILES","gap","className=""grid w-full grid-cols-[minmax(0,1fr)_280px] grid-rows-[20px_16px] items-start gap-x-4 gap-y-0 border-b border-zinc-100 px-4 py-2 text-left text-sm transition hover:bg-zinc-50"""
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfInteractionRenderGuard.ts","51","LIFECYCLE","Map<","const idleListeners = new Map<"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfInvisibleTextLayer.tsx","3","BACKEND","engine","import type { KnexPdfTextBlock as PdfTextBlock } from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfInvisibleTextLayer.tsx","4","TEXT","PdfTextLayer","import { PdfTextLayer } from ""./PdfTextLayer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfInvisibleTextLayer.tsx","4","TEXT","PdfTextLayer","import { PdfTextLayer } from ""./PdfTextLayer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfInvisibleTextLayer.tsx","6","TEXT","TextLayer","export function PdfInvisibleTextLayer({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfInvisibleTextLayer.tsx","39","TEXT","PdfTextLayer","<PdfTextLayer"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","10","SERVER","service","import type { NativePdfSession } from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","13","BACKEND","Backend","extractKnexPdfPageLinksWithBackend,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","15","BACKEND","Backend","extractKnexPdfTextBlocksWithBackend,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","16","BACKEND","Backend","getKnexPdfDocumentHandleWithBackend,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","22","BACKEND","PdfEngine","useKnexPdfEngine,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","23","BACKEND","PdfEngine","useKnexPdfEngineState,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","24","BACKEND","engine","} from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","28","TEXT","TextLayer","import { PdfInvisibleTextLayer } from ""./PdfInvisibleTextLayer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","28","TEXT","TextLayer","import { PdfInvisibleTextLayer } from ""./PdfInvisibleTextLayer"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","29","SERVER","PdfTileRenderState } from ""./pdf-tiles/PdfTile","import { type PdfTileRenderState } from ""./pdf-tiles/PdfTileCanvasTypes"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","30","SERVER","PdfTiledPageCanvas } from ""./pdf-tiles/PdfTile","import { PdfTiledPageCanvas } from ""./pdf-tiles/PdfTiledPageCanvas"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","39","BACKEND","FALLBACK","const FALLBACK_PAGE_WIDTH_PT = 612;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","40","BACKEND","FALLBACK","const FALLBACK_PAGE_HEIGHT_PT = 792;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","59","BACKEND","fallback","fallback = 0,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","63","BACKEND","fallback",": fallback;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","85","LIFECYCLE","Cache","const pdfPageBaseSizeCache = new WeakMap<"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","85","LIFECYCLE","WeakMap","const pdfPageBaseSizeCache = new WeakMap<"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","87","LIFECYCLE","Map<","Map<number, PdfPageBaseSize>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","101","LIFECYCLE","Cache","function readCachedPageBaseSize("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","105","LIFECYCLE","Cache","return pdfPageBaseSizeCache.get(session)?.get(pageNumber) ?? null;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","108","LIFECYCLE","Cache","function writeCachedPageBaseSize(input: {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","114","LIFECYCLE","Map<","pdfPageBaseSizeCache.get(input.session) ?? new Map<number, PdfPageBaseSize>();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","114","LIFECYCLE","Cache","pdfPageBaseSizeCache.get(input.session) ?? new Map<number, PdfPageBaseSize>();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","117","LIFECYCLE","Cache","pdfPageBaseSizeCache.set(input.session, current);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","132","RENDER","Page.render","const renderScale = Math.max(0.01, safeNumber(renderedPage.renderScale, 1));"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","197","LIFECYCLE","CACHE","getGlobalBoolean(""KNEX_PDF_DEBUG_CACHE"")"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","233","TEXT","TextLayer","showTextLayer = true,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","241","RENDER","RenderCanvas","shouldRenderCanvas = true,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","262","TEXT","TextLayer","showTextLayer?: boolean;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","270","RENDER","RenderCanvas","shouldRenderCanvas?: boolean;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","292","SERVER","PdfTile","useState<PdfTileRenderState | null>(null);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","342","TEXT","textLayer","const textLayerScale = useMemo(() => {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","349","TEXT","textLayer","() => blocks.map((block) => scaleTextBlockToCss(block, textLayerScale)),"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","350","TEXT","textLayer","[blocks, textLayerScale],"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","354","RENDER","RenderCanvas","const shouldMountCanvasNow = shouldRenderCanvas || isNearViewport;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","357","RENDER","RenderCanvas","const canRenderCanvas = shouldMountCanvasNow || holdCanvasDuringInteraction;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","373","TEXT","TextLayer","const effectiveShowTextLayer ="
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","374","TEXT","TextLayer","semanticLayersEnabled && (showTextLayer || enableSelection);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","376","RENDER","RenderCanvas","const shouldRenderCanvasText = true;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","380","RENDER","RenderCanvas","canRenderCanvas &&"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","382","TEXT","TextLayer","(effectiveShowTextLayer || Boolean(onBlocksChange));"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","385","RENDER","RenderCanvas","canRenderCanvas &&"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","460","RENDER","getViewport","const viewport = pdfPage.getViewport({ scale: 1 });"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","733","RENDER","RenderCanvas","canRenderCanvas,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","783","SERVER","PdfTile","(state: PdfTileRenderState) => {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","853","SCALE","getBoundingClientRect","rects.item(rects.length - 1) ?? range.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfPageView.tsx","961","SERVER","PdfTile","<PdfTiledPageCanvas"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","29","TEXT","PdfTextLayer","probePdfTextLayer,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","31","SERVER","service","} from ""../services"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","40","BACKEND","engine","} from ""../knex-pdf-engine"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","41","SERVER","Controller","import { pdfReaderController } from ""../api"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","55","BACKEND","engine","import { KnexPdfEngineProvider } from ""../knex-pdf-engine/KnexPdfEngineProvider"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","55","BACKEND","PdfEngine","import { KnexPdfEngineProvider } from ""../knex-pdf-engine/KnexPdfEngineProvider"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","55","BACKEND","PdfEngine","import { KnexPdfEngineProvider } from ""../knex-pdf-engine/KnexPdfEngineProvider"";"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","113","LIFECYCLE","cache","* No caminho por tiles, a fluidez vem da renderização progressiva e do cache,"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","308","TEXT","TextLayer","const [textLayerNotice, setTextLayerNotice] = useState<string | null>(null);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","308","TEXT","textLayer","const [textLayerNotice, setTextLayerNotice] = useState<string | null>(null);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","324","TEXT","TextLayer","const [showTextLayer, setShowTextLayer] = useState(true);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","324","TEXT","TextLayer","const [showTextLayer, setShowTextLayer] = useState(true);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","382","LIFECYCLE","RenderVersion","const [finalRenderVersion, setFinalRenderVersion] = useState(0);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","382","LIFECYCLE","RenderVersion","const [finalRenderVersion, setFinalRenderVersion] = useState(0);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","396","LIFECYCLE","Abort","name === ""AbortError"" ||"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","397","LIFECYCLE","Cancelled","name === ""RenderingCancelledException"" ||"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","398","LIFECYCLE","abort","/rendering cancelled|render canceled|render aborted|abort/i.test(message)"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","398","LIFECYCLE","canceled","/rendering cancelled|render canceled|render aborted|abort/i.test(message)"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","398","LIFECYCLE","abort","/rendering cancelled|render canceled|render aborted|abort/i.test(message)"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","398","LIFECYCLE","cancelled","/rendering cancelled|render canceled|render aborted|abort/i.test(message)"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","488","LIFECYCLE","cancelled","let cancelled = false;"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","492","SERVER","Controller","const items = await pdfReaderController.listProjectFiles(projectId);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","543","SCALE","getBoundingClientRect","const rect = anchorElement?.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","654","RENDER","RenderPage","const shouldRenderPageDuringZoom = useCallback("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","696","SCALE","getBoundingClientRect","const rootRect = root.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","713","SCALE","getBoundingClientRect","const anchorRect = anchorElement?.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","868","TEXT","TextLayer","setTextLayerNotice(null);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","870","TEXT","PdfTextLayer","void probePdfTextLayer({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","877","TEXT","TextLayer","setTextLayerNotice("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","882","TEXT","TextLayer","setTextLayerNotice("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","888","TEXT","TextLayer","setTextLayerNotice("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","893","SERVER","Controller","let readerSession = await pdfReaderController.getSession(opened.pdfFile.id);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","895","SERVER","Controller","const created = await pdfReaderController.open({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","924","SERVER","Controller","pdfReaderController.listCitations(opened.pdfFile.id),"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","925","SERVER","Controller","pdfReaderController.listTranslationBlocks(opened.pdfFile.id),"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","926","SERVER","Controller","pdfReaderController.getReaderPreferences({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","983","SERVER","Controller","void pdfReaderController.updateSession(pdfFile.id, {"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","1021","SERVER","Controller","void pdfReaderController.updateReaderPreferences({"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","1216","SCALE","getBoundingClientRect","const anchorRect = anchorElement?.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","1219","SCALE","getBoundingClientRect","const rootRect = root.getBoundingClientRect();"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","1832","BACKEND","engine","setStatusNotice(""Bloco reajustado no reconstruction engine."");"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2093","RENDER","RenderPage","const visibleRenderPageNumbers = useMemo("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2097","RENDER","RenderPage","const warmupRenderPageNumbers = useMemo("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2101","RENDER","RenderPage","const preloadRenderPageNumbers = useMemo("
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2288","TILES","gap","<div className=""mb-3 flex items-center justify-center gap-2"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2317","TILES","gap","? ""flex min-h-full items-start justify-start gap-4"""
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2323","TILES","gap","<div className=""flex w-fit min-w-full flex-col gap-2"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2324","TILES","gap","<div className=""grid grid-cols-1 gap-3 px-2 xl:grid-cols-2"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2335","RENDER","RenderPage","visibleRenderPageNumbers.has(pageNumber);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2337","RENDER","RenderPage","warmupRenderPageNumbers.has(pageNumber);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2339","RENDER","RenderPage","preloadRenderPageNumbers.has(pageNumber);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2358","RENDER","RenderPage","const shouldRenderPageNow = shouldRenderPageDuringZoom(pageNumber);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2358","RENDER","RenderPage","const shouldRenderPageNow = shouldRenderPageDuringZoom(pageNumber);"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2373","RENDER","RenderCanvas","const shouldRenderCanvasNow ="
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2385","TILES","gap","className=""flex w-fit min-w-full items-start justify-center gap-6"""
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2428","TILES","gap","<div className=""flex w-fit min-w-full flex-col gap-1"">"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2658","BACKEND","PdfEngine","<KnexPdfEngineProvider>"
"knexwriter\src\modules\Knexread\native-pdf-reader\components\PdfReaderShell.tsx","2660","BACKEND","PdfEngine","</KnexPdfEngineProvider>"
